Voltage U1	Corriente IA
U1/V	IA/nA

42,36	21,71
42,39	21,71
42,41	21,53
42,44	21,51
42,46	21,36
42,49	21,42
42,51	21,25
42,53	21,29
42,56	21,01
42,58	21,01
42,61	20,79
42,63	20,84
42,66	20,57
42,68	20,59
42,71	20,21
42,73	20,24
42,75	19,91
42,78	19,93
42,80	19,58
42,83	19,56
42,85	19,12
42,88	19,17
42,90	18,78
42,93	18,78
42,95	18,39
42,97	18,34
43,00	17,93
43,02	17,96
43,05	17,54
43,07	17,49
43,10	17,08
43,12	16,99
43,15	16,61
43,17	16,59
43,19	16,17
43,22	16,11
43,24	15,75
43,27	15,71
43,29	15,38
43,32	15,34
43,34	15,02
43,36	14,92
43,39	14,56
43,41	14,49
43,44	14,19
43,46	14,12
43,49	13,81
43,51	13,64
43,54	13,37
43,56	13,29
43,58	13,05
43,61	12,95
43,63	12,72
43,66	12,58
43,68	12,37
43,71	12,26
43,73	12,12
43,76	11,98
43,78	11,82
43,80	11,64
43,83	11,47
43,85	11,34
43,88	11,29
43,90	11,12
43,93	11,07
43,95	10,87
43,98	10,81
44,00	10,69
44,02	10,71
44,05	10,51
44,07	10,52
44,10	10,26
44,12	10,27
44,15	10,09
44,17	10,17
44,20	9,99
44,22	10,08
44,24	9,84
44,27	9,99
44,29	9,79
44,32	9,99
44,34	9,79
44,37	9,94
44,39	9,67
44,41	9,88
44,44	9,65
44,46	9,89
44,49	9,64
44,51	9,83
44,54	9,59
44,56	9,89
44,59	9,66
44,61	9,95
44,63	9,74
44,66	9,99
44,68	9,77
44,71	10,09
44,73	9,88
44,76	10,16
44,78	9,99
44,81	10,27
44,83	10,13
44,85	10,50
44,88	10,37
44,90	10,66
44,93	10,56
44,95	10,82
44,98	10,78
45,00	11,14
45,03	11,09
45,05	11,35
45,07	11,30
45,10	11,58
45,12	11,64
45,15	11,94
45,17	11,98
45,20	12,22
45,22	12,26
45,25	12,57
45,27	12,74
45,29	13,04
45,32	13,17
45,34	13,36
45,37	13,49
45,39	13,74
45,42	13,97
45,44	14,20
45,47	14,42
45,49	14,60
45,51	14,82
45,54	15,08
45,56	15,41
45,59	15,63
45,61	15,97
45,64	16,12
45,66	16,43
45,68	16,60
45,71	16,97
45,73	17,15
45,76	17,52
45,78	17,57
45,81	17,94
45,83	18,08
45,86	18,59
45,88	18,74
45,90	19,20
45,93	19,29
45,95	19,78
45,98	19,93
46,00	20,46
46,03	20,51
46,05	20,97
46,08	20,99
46,10	21,51
46,12	21,56
46,15	22,08
46,17	22,15
46,20	22,68
46,22	22,71
46,25	23,29
46,27	23,34
46,30	23,88
46,32	23,94
46,34	24,47
46,37	24,47
46,39	25,04
46,42	25,03
46,44	25,49
46,47	25,53
46,49	25,96
46,52	25,97
46,54	26,52
46,56	26,53
46,59	26,98
46,61	27,03
46,64	27,42
46,66	27,55
46,69	27,97
46,71	28,01
46,73	28,32
46,76	28,33
46,78	28,64
46,81	28,76
46,83	29,01
46,86	29,09
46,88	29,29
46,91	29,37
46,93	29,61
46,95	29,72
46,98	29,90
47,00	30,01
47,03	30,03
47,05	30,08
47,08	30,15
47,10	30,26
47,13	30,33
47,15	30,39
47,17	30,30
47,20	30,38
47,22	30,35
47,25	30,50
47,27	30,42
47,30	30,47
47,32	30,25
47,35	30,31
47,37	30,11
47,39	30,27
47,42	30,03
47,44	30,08
47,47	29,76
47,49	29,85
47,52	29,57
47,54	29,68
47,57	29,28
47,59	29,33
47,61	28,90
47,64	28,96
47,66	28,55
47,69	28,59
47,71	28,13
47,74	28,13
47,76	27,63
47,78	27,71
47,81	27,25
47,83	27,25
47,86	26,76
47,88	26,75
47,91	26,27
47,93	26,29
47,96	25,74
47,98	25,63
48,00	25,14
48,03	25,03
48,05	24,52
48,08	24,45
48,10	23,96
48,13	23,86
48,15	23,41
48,18	23,32
48,20	22,94
48,22	22,86
48,25	22,44
48,27	22,24
48,30	21,80
48,32	21,64
48,35	21,24
48,37	21,06
48,40	20,67
48,42	20,45
48,44	20,07
48,47	19,93
48,49	19,65
48,52	19,51
48,54	19,25
48,57	19,02
48,59	18,74
48,62	18,55
48,64	18,32
48,66	18,14
48,69	17,91
48,71	17,60
48,74	17,36
48,76	17,13
48,79	17,01
48,81	16,79
48,84	16,55
48,86	16,37
48,88	16,27
48,91	16,12
48,93	15,98
48,96	15,74
48,98	15,63
49,01	15,52
49,03	15,40
49,05	15,20
49,08	15,08
49,10	14,94
49,13	14,98
49,15	14,85
49,18	14,89
49,20	14,67
49,23	14,68
49,25	14,55
49,27	14,68
49,30	14,49
49,32	14,57
49,35	14,30
49,37	14,43
49,40	14,28
49,42	14,50
49,45	14,33
49,47	14,51
49,49	14,27
49,52	14,54
49,54	14,36
49,57	14,64
49,59	14,44
49,62	14,68
49,64	14,46
49,67	14,79
49,69	14,59
49,71	14,92
49,74	14,77
49,76	15,07
49,79	14,93
49,81	15,32
49,84	15,15
49,86	15,53
49,89	15,40
49,91	15,72
49,93	15,62
49,96	16,04
49,98	15,93
50,01	16,33
50,03	16,24
50,06	16,63
50,08	16,65
50,10	17,09
50,13	17,11
50,15	17,50
50,18	17,50
50,20	17,90
50,23	18,00
50,25	18,43
50,28	18,52
50,30	18,82
50,32	18,91
50,35	19,29
50,37	19,49
50,40	19,90
50,42	20,09
50,45	20,43
50,47	20,65
50,50	21,06
50,52	21,41
50,54	21,75
50,57	22,02
50,59	22,32
50,62	22,57
50,64	22,90
50,67	23,27
50,69	23,58
50,72	23,99
50,74	24,28
50,76	24,66
50,79	25,03
50,81	25,54
50,84	25,86
50,86	26,36
50,89	26,54
50,91	26,99
50,94	27,25
50,96	27,77
50,98	28,03
51,01	28,52
51,03	28,66
51,06	29,27
51,08	29,49
51,11	30,13
51,13	30,35
51,15	30,92
51,18	31,09
51,20	31,71
51,23	31,87
51,25	32,49
51,28	32,62
51,30	33,18
51,33	33,23
51,35	33,84
51,37	33,91
51,40	34,48
51,42	34,59
51,45	35,15
51,47	35,22
51,50	35,85
51,52	35,92
51,55	36,49
51,57	36,59
51,59	37,06
51,62	37,12
51,64	37,66
51,67	37,71
51,69	38,14
51,72	38,18
51,74	38,57
51,77	38,68
51,79	39,14
51,81	39,16
51,84	39,48
51,86	39,49
51,89	39,83
51,91	39,92
51,94	40,18
51,96	40,20
51,99	40,43
52,01	40,43
52,03	40,65
52,06	40,69
52,08	40,86
52,11	40,94
52,13	41,01
52,16	41,00
52,18	41,08
52,20	41,17
52,23	41,19
52,25	41,21
52,28	41,09
52,30	41,05
52,33	41,01
52,35	41,05
52,38	40,94
52,40	40,98
52,42	40,72
52,45	40,72
52,47	40,48
52,50	40,51
52,52	40,24
52,55	40,19
52,57	39,77
52,60	39,76
52,62	39,34
52,64	39,41
52,67	38,99
52,69	38,98
52,72	38,53
52,74	38,53
52,77	38,08
52,79	38,13
52,82	37,59
52,84	37,54
52,86	36,98
52,89	36,92
52,91	36,35
52,94	36,25
52,96	35,68
52,99	35,58
53,01	35,01
53,04	34,96
53,06	34,40
53,08	34,30
53,11	33,77
53,13	33,62
53,16	33,06
53,18	32,99
53,21	32,37
53,23	32,16
53,26	31,59
53,28	31,37
53,30	30,85
53,33	30,73
53,35	30,21
53,38	30,06
53,40	29,59
53,43	29,44
53,45	29,08
53,47	28,94
53,50	28,46
53,52	28,20
53,55	27,72
53,57	27,50
53,60	27,13
53,62	26,89
53,65	26,50
53,67	26,24
53,69	25,90
53,72	25,73
53,74	25,47
53,77	25,28
53,79	25,05
53,82	24,80
53,84	24,57
53,87	24,32
53,89	24,14
53,91	23,94
53,94	23,77
53,96	23,45
53,99	23,29
54,01	23,04
54,04	23,06
54,06	22,82
54,09	22,78
54,11	22,46
54,13	22,43
54,16	22,19
54,18	22,32
54,21	22,04
54,23	22,12
54,26	21,80
54,28	21,93
54,31	21,72
54,33	21,90
54,35	21,62
54,38	21,77
54,40	21,47
54,43	21,69
54,45	21,47
54,48	21,69
54,50	21,48
54,52	21,70
54,55	21,45
54,57	21,77
54,60	21,55
54,62	21,83
54,65	21,70
54,67	21,97
54,70	21,80
54,72	22,18
54,74	22,03
54,77	22,37
54,79	22,25
54,82	22,55
54,84	22,49
54,87	22,89
54,89	22,83
54,92	23,19
54,94	23,17
54,96	23,58
54,99	23,68
55,01	24,13
55,04	24,24
55,06	24,62
55,09	24,65
55,11	25,04
55,14	25,17
55,16	25,54
55,18	25,69
55,21	25,97
55,23	26,12
55,26	26,58
55,28	26,89
55,31	27,32
55,33	27,62
55,36	27,96
55,38	28,28
55,40	28,71
55,43	29,03
55,45	29,37
55,48	29,70
55,50	29,96
55,53	30,31
55,55	30,66
55,57	31,12
55,60	31,51
55,62	32,04
55,65	32,38
55,67	32,90
55,70	33,29
55,72	33,94
55,75	34,30
55,77	34,83
55,79	35,05
55,82	35,58
55,84	35,89
55,87	36,52
55,89	36,77
55,92	37,37
55,94	37,66
55,97	38,33
55,99	38,66
56,01	39,38
56,04	39,70
56,06	40,41
56,09	40,66
56,11	41,40
56,14	41,61
56,16	42,28
56,19	42,49
56,21	43,12
56,23	43,27
56,26	43,96
56,28	44,14
56,31	44,89
56,33	45,16
56,36	45,83
56,38	46,08
56,41	46,85
56,43	47,09
56,45	47,75
56,48	47,91
56,50	48,48
56,53	48,69
56,55	49,13
56,58	49,24
56,60	49,54
56,62	49,60
56,65	49,88
56,67	49,90
56,70	50,00
56,72	50,00
56,75	50,00
56,77	50,00
56,80	50,00
56,82	50,00
56,84	50,00
56,87	50,00
56,89	50,00
56,92	50,00
56,94	50,00
56,97	50,00
56,99	50,00
57,02	50,00
57,04	50,00
57,06	50,00
57,09	50,00
57,11	50,00
57,14	50,00
57,16	50,00
57,19	50,00
57,21	50,00
57,24	50,00
57,26	50,00
57,28	50,00
57,31	50,00
57,33	50,00
57,36	50,00
57,38	50,00
57,41	50,00
57,43	50,00
57,46	50,00
57,48	50,00
57,50	50,00
57,53	50,00
57,55	50,00
57,58	50,00
57,60	50,00
57,63	50,00
57,65	50,00
57,68	50,00
57,70	50,00
57,72	50,00
57,75	50,00
57,77	50,00
57,80	50,00
57,82	50,00
57,85	50,00
57,87	50,00
57,89	50,00
57,92	50,00
57,94	50,00
57,97	49,92
57,99	49,92
58,02	49,72
58,04	49,63
58,07	49,35
58,09	49,16
58,11	48,82
58,14	48,57
58,16	48,02
58,19	47,76
58,21	47,30
58,24	47,07
58,26	46,60
58,29	46,27
58,31	45,74
58,33	45,48
58,36	45,03
58,38	44,70
58,41	44,22
58,43	43,85
58,46	43,34
58,48	43,06
58,51	42,67
58,53	42,32
58,55	41,90
58,58	41,55
58,60	41,18
58,63	40,86
58,65	40,57
58,68	40,23
58,70	40,01
58,73	39,64
58,75	39,26
58,77	38,90
58,80	38,71
58,82	38,32
58,85	38,15
58,87	37,65
58,90	37,45
58,92	37,13
58,94	37,06
58,97	36,70
58,99	36,62
59,02	36,15
59,04	36,13
59,07	35,77
59,09	35,77
59,12	35,36
59,14	35,32
59,16	34,88
59,19	34,95
59,21	34,58
59,24	34,69
59,26	34,35
59,29	34,42
59,31	34,11
59,34	34,25
59,36	33,93
59,38	34,08
59,41	33,79
59,43	33,94
59,46	33,69
59,48	33,87
59,51	33,63
59,53	33,84
59,56	33,65
59,58	33,87
59,60	33,72
59,63	33,99
59,65	33,86
59,68	34,11
59,70	34,01
59,73	34,31
59,75	34,28
59,78	34,61
59,80	34,60
59,82	34,89
59,85	34,89
59,87	35,21
59,90	35,31
59,92	35,66
59,95	35,82
59,97	36,12
59,99	36,28
